CodigoFamilia,TipoDocumento,RangoEdad,NombreDepartamentoAtencion,NombreMunicipioAtencion,Discapacidad,Estrato,Genero,EstadoBeneficiario,Logro17,PE35,HE20
HID98104619,CC,50-65,CUNDINAMARCA,LA MESA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID98774196,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID13159773,CC,>65,CUNDINAMARCA,LENGUAZAQUE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID11926530,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID49028920,CC,50-65,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23291348,CC,50-65,CUNDINAMARCA,CABRERA,NO,2,Hombre,ACTIVO,POR ALCANZAR,No,No
HID44853661,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID91505616,TI,06-17,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID33554936,TI,18-29,CUNDINAMARCA,CHAGUANI,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID98449312,TI,06-17,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,NO APLICA,No,Si
HID69152327,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID89667862,CC,>65,CUNDINAMARCA,GIRARDOT,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID78959084,CC,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID28802142,CC,>65,CUNDINAMARCA,VILLAPINZON,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID34130964,CC,30-49,CUNDINAMARCA,MEDINA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID61960082,CC,>65,CUNDINAMARCA,SIBATE,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID67720051,CC,>65,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID89123823,TI,06-17,CUNDINAMARCA,EL COLEGIO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID65920913,TI,06-17,CUNDINAMARCA,MEDINA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID47743832,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID77770484,CC,50-65,CUNDINAMARCA,VENECIA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID64287451,CC,>65,CUNDINAMARCA,SOACHA,NO,0,Hombre,NO ACTIVO,ALCANZADO,No,No
HID67338655,TI,06-17,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID77706193,CC,30-49,CUNDINAMARCA,CAQUEZA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID41535088,CC,30-49,CUNDINAMARCA,CARMEN DE CARUPA,NO,2,Hombre,ACTIVO,ALCANZADO,No,No
HID29793716,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID20380892,TI,18-29,CUNDINAMARCA,GUADUAS,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID95643891,CC,>65,CUNDINAMARCA,SUTATAUSA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID21528409,CC,30-49,CUNDINAMARCA,MEDINA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID97946650,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID14865875,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID21525628,CC,18-29,CUNDINAMARCA,FUSAGASUGA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID49118274,CC,50-65,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID99887220,TI,18-29,CUNDINAMARCA,CACHIPAY,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID23172126,CC,50-65,CUNDINAMARCA,EL COLEGIO,ND,1,Hombre,ACTIVO,POR ALCANZAR,No,Si
HID65226061,CC,30-49,CUNDINAMARCA,GUACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23828609,CC,50-65,CUNDINAMARCA,MEDINA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID60394983,TI,06-17,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID29526543,CC,50-65,CUNDINAMARCA,CUCUNUBA,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID55605895,CC,>65,CUNDINAMARCA,VILLAPINZON,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID86880425,CC,50-65,CUNDINAMARCA,ANOLAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID59110800,TI,18-29,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID88103518,CC,>65,CUNDINAMARCA,ARBELAEZ,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID29585354,CC,50-65,CUNDINAMARCA,TOPAIPI,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID70172291,CC,50-65,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID72538396,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID64100691,CC,50-65,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID44838013,TI,18-29,CUNDINAMARCA,SIMIJACA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID99132661,CC,30-49,CUNDINAMARCA,CAPARRAPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID48806951,CC,50-65,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID73316327,CC,50-65,CUNDINAMARCA,COGUA,NO,2,Mujer,NO ACTIVO,ALCANZADO,No,No
HID29001398,CC,>65,CUNDINAMARCA,MADRID,ND,3,Mujer,ACTIVO,ALCANZADO,No,No
HID27032465,TI,18-29,CUNDINAMARCA,PUERTO SALGAR,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID90409774,CC,>65,CUNDINAMARCA,SOACHA,NO,1,Hombre,ACTIVO,ALCANZADO,No,Si
HID95226852,RC,06-17,CUNDINAMARCA,PAIME,NO,99,Hombre,ACTIVO,NO APLICA,No,No
HID46012371,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID33291976,CC,30-49,CUNDINAMARCA,SIMIJACA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35548428,CC,>65,CUNDINAMARCA,UBALA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID97676009,CC,30-49,CUNDINAMARCA,NOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID39225818,CC,18-29,CUNDINAMARCA,SOACHA,ND,0,Hombre,ACTIVO,ALCANZADO,No,No
HID87210039,CC,30-49,CUNDINAMARCA,ARBELAEZ,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID11707068,CC,18-29,CUNDINAMARCA,SAN BERNARDO,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID23892637,RC,06-17,CUNDINAMARCA,NIMAIMA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID63212771,TI,18-29,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID65916983,CC,50-65,CUNDINAMARCA,SILVANIA,NO,1,Mujer,ACTIVO,POR ALCANZAR,No,No
HID88776372,CC,50-65,CUNDINAMARCA,SOACHA,SI,1,Mujer,ACTIVO,ALCANZADO,Si,No
HID17673222,CC,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID59209808,TI,18-29,CUNDINAMARCA,PASCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID71308685,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID38697359,TI,06-17,CUNDINAMARCA,GACHETA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID37778924,CC,>65,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID85619390,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID30484801,CC,30-49,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID65014673,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,99,Hombre,ACTIVO,ALCANZADO,No,No
HID92244948,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID32304269,CC,>65,CUNDINAMARCA,FOSCA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID97576009,TI,18-29,CUNDINAMARCA,TOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID94379151,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,No
HID66699117,CC,50-65,CUNDINAMARCA,BITUIMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID92135655,CC,>65,CUNDINAMARCA,TENA,NO,2,Mujer,ACTIVO,POR ALCANZAR,No,No
HID16319950,CC,30-49,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID96903799,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID13749018,TI,18-29,CUNDINAMARCA,SAN BERNARDO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID99218182,RC,06-17,CUNDINAMARCA,SILVANIA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID56640142,CC,50-65,CUNDINAMARCA,SAN FRANCISCO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID66139807,CC,50-65,CUNDINAMARCA,SIMIJACA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID40590157,RC,06-17,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID35983494,TI,18-29,CUNDINAMARCA,TIBACUY,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID63793984,TI,06-17,CUNDINAMARCA,VENECIA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID81999371,CC,30-49,CUNDINAMARCA,GUAYABAL DE SIQUIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID62262403,CC,50-65,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID98865281,CC,50-65,CUNDINAMARCA,LA CALERA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID99275965,CC,>65,CUNDINAMARCA,GUAYABETAL,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID86148693,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID54533165,CC,30-49,CUNDINAMARCA,RICAURTE,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID87997472,CC,18-29,CUNDINAMARCA,COTA,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID27604890,CC,>65,CUNDINAMARCA,GACHETA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID80810607,TI,18-29,CUNDINAMARCA,GUADUAS,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID95177227,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID68835392,CC,50-65,CUNDINAMARCA,GUACHETA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID10801620,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID46023088,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID80320522,CC,>65,CUNDINAMARCA,BITUIMA,SI,2,Mujer,NO ACTIVO,ALCANZADO,No,No
HID80358109,CC,30-49,CUNDINAMARCA,SOACHA,ND,2,Hombre,ACTIVO,ALCANZADO,No,No
HID26959883,CC,50-65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID17616247,CC,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID23382509,CC,50-65,CUNDINAMARCA,VILLAGOMEZ,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID99072242,CC,>65,CUNDINAMARCA,CHOACHI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID57430021,RC,06-17,CUNDINAMARCA,CABRERA,NO,1,Hombre,ACTIVO,NO APLICA,No,No
HID63821317,RC,06-17,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID38373038,TI,18-29,CUNDINAMARCA,LA MESA,NO,2,Hombre,ACTIVO,NO APLICA,No,No
HID34617113,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID97660131,TI,18-29,CUNDINAMARCA,VIANI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID68519540,TI,18-29,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID16300330,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35227294,TI,18-29,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID17807390,RC,06-17,CUNDINAMARCA,SOACHA,NO,2,Hombre,ACTIVO,NO APLICA,No,No
HID61991353,TI,18-29,CUNDINAMARCA,CABRERA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58814178,TI,18-29,CUNDINAMARCA,UBAQUE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID20321654,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID61487058,CC,18-29,CUNDINAMARCA,QUIPILE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID56109561,TI,06-17,CUNDINAMARCA,JERUSALEN,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID89479097,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID41691646,CC,18-29,CUNDINAMARCA,SAN CAYETANO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID90145764,CC,50-65,CUNDINAMARCA,SAN FRANCISCO,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID81565224,CC,50-65,CUNDINAMARCA,RICAURTE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID40300839,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID33675665,CC,30-49,CUNDINAMARCA,YACOPI,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID22101488,CC,18-29,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID36596107,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID50757750,CC,50-65,CUNDINAMARCA,SOACHA,SI,0,Mujer,ACTIVO,POR ALCANZAR,Si,No
HID83490549,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID96295390,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID14169041,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID78766387,CC,30-49,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,2,Mujer,NO ACTIVO,ALCANZADO,No,No
HID65668594,CC,30-49,CUNDINAMARCA,LA PALMA,ND,0,Hombre,ACTIVO,ALCANZADO,No,No
HID96668581,TI,18-29,CUNDINAMARCA,SOPO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID79225230,TI,18-29,CUNDINAMARCA,SAN CAYETANO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID51546578,RC,06-17,CUNDINAMARCA,UBAQUE,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID56440098,TI,18-29,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID46674740,CC,>65,CUNDINAMARCA,CHOCONTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID52341478,TI,18-29,CUNDINAMARCA,YACOPI,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID39175879,TI,18-29,CUNDINAMARCA,CARMEN DE CARUPA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID92313329,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID39930462,TI,18-29,CUNDINAMARCA,SAN BERNARDO,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID91685440,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84368672,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID55577273,TI,18-29,CUNDINAMARCA,LA VEGA,NO,0,Mujer,ACTIVO,NO APLICA,No,Si
HID29223216,TI,18-29,CUNDINAMARCA,MADRID,NO,2,Hombre,NO ACTIVO,NO APLICA,No,No
HID10067222,CC,50-65,CUNDINAMARCA,FUNZA,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID34716257,CC,50-65,CUNDINAMARCA,GUATAQUI,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID78159549,RC,06-17,CUNDINAMARCA,TOCAIMA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID61415957,CC,50-65,CUNDINAMARCA,TOCAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35491891,CC,>65,CUNDINAMARCA,VILLETA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
HID13766035,CC,30-49,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID37855630,CC,30-49,CUNDINAMARCA,GUACHETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID50890354,CC,>65,CUNDINAMARCA,PASCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35872826,CC,>65,CUNDINAMARCA,SOACHA,ND,0,Mujer,ACTIVO,POR ALCANZAR,Si,No
HID87057785,CC,30-49,CUNDINAMARCA,PAIME,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID20654104,RC,06-17,CUNDINAMARCA,FOSCA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID28379653,CC,18-29,CUNDINAMARCA,VILLAGOMEZ,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID23728299,CC,30-49,CUNDINAMARCA,FOSCA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84368094,TI,18-29,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID66172465,TI,18-29,CUNDINAMARCA,COTA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID38019109,CC,18-29,CUNDINAMARCA,CHIA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID53553721,CC,50-65,CUNDINAMARCA,NILO,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,Si
HID95889719,CC,30-49,CUNDINAMARCA,TOCAIMA,NO,99,Mujer,ACTIVO,ALCANZADO,No,No
HID97381844,CC,>65,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,POR ALCANZAR,No,Si
HID15310656,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID86953924,CC,30-49,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID63113151,CC,50-65,CUNDINAMARCA,VERGARA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID91227405,CC,50-65,CUNDINAMARCA,CABRERA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID28802142,CC,>65,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID84957387,TI,18-29,CUNDINAMARCA,NARIÑO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID58748124,CC,50-65,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID26063728,CC,>65,CUNDINAMARCA,ANOLAIMA,NO,99,Mujer,ACTIVO,ALCANZADO,No,No
HID36916585,CC,30-49,CUNDINAMARCA,ARBELAEZ,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID29201395,CC,30-49,CUNDINAMARCA,PACHO,NO,1,Hombre,ACTIVO,ALCANZADO,No,No
HID45318290,CC,>65,CUNDINAMARCA,VENECIA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID79149288,CC,30-49,CUNDINAMARCA,VIOTA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID84271423,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,ALCANZADO,No,No
HID11707068,CC,18-29,CUNDINAMARCA,SAN BERNARDO,NO,2,Mujer,ACTIVO,ALCANZADO,No,No
HID93475077,CC,50-65,CUNDINAMARCA,ALBAN,NO,0,Mujer,ACTIVO,POR ALCANZAR,No,No
HID83867929,TI,06-17,CUNDINAMARCA,ZIPAQUIRA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID32029276,TI,18-29,CUNDINAMARCA,PAIME,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID19637118,CC,50-65,CUNDINAMARCA,FACATATIVA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID42565201,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,Si
HID30391329,RC,06-17,CUNDINAMARCA,SUTATAUSA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID64820325,CC,30-49,CUNDINAMARCA,SUESCA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID97743615,CC,50-65,CUNDINAMARCA,FACATATIVA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID11249775,CC,>65,CUNDINAMARCA,GIRARDOT,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID91519259,CC,50-65,CUNDINAMARCA,PARATEBUENO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID39626541,TI,18-29,CUNDINAMARCA,PACHO,NO,0,Mujer,NO ACTIVO,NO APLICA,No,No
HID45780422,TI,06-17,CUNDINAMARCA,CACHIPAY,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID80647495,CC,18-29,CUNDINAMARCA,FUQUENE,SI,1,Hombre,ACTIVO,POR ALCANZAR,Si,No
HID30169668,CC,50-65,CUNDINAMARCA,ZIPACON,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID67247955,TI,18-29,CUNDINAMARCA,SOACHA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID67181917,TI,18-29,CUNDINAMARCA,QUETAME,SI,0,Hombre,ACTIVO,ALCANZADO,Si,No
HID46783324,TI,18-29,CUNDINAMARCA,FUNZA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID92279904,CC,50-65,CUNDINAMARCA,SOACHA,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID97949464,TI,18-29,CUNDINAMARCA,VILLAPINZON,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID33553721,CC,30-49,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID65346191,TI,18-29,CUNDINAMARCA,CUCUNUBA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID76045315,CC,30-49,CUNDINAMARCA,SASAIMA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID55894321,CC,>65,CUNDINAMARCA,SOACHA,ND,1,Mujer,ACTIVO,ALCANZADO,Si,No
HID75148481,TI,18-29,CUNDINAMARCA,TENA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID98687857,TI,06-17,CUNDINAMARCA,CUCUNUBA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID50901884,CC,30-49,CUNDINAMARCA,FOMEQUE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID90714268,CC,>65,CUNDINAMARCA,EL COLEGIO,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID92431785,TI,18-29,CUNDINAMARCA,GACHETA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID29308161,CC,18-29,CUNDINAMARCA,SOACHA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID58902502,CC,50-65,CUNDINAMARCA,VILLETA,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID11975173,CC,30-49,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID26331981,CC,30-49,CUNDINAMARCA,SOACHA,NO,1,Hombre,NO ACTIVO,ALCANZADO,No,No
HID45129773,CC,50-65,CUNDINAMARCA,SAN JUAN DE RIO SECO,NO,0,Mujer,ACTIVO,ALCANZADO,Si,No
HID39380544,TI,18-29,CUNDINAMARCA,TENJO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID19592413,TI,18-29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID68837871,TI,18-29,CUNDINAMARCA,FUSAGASUGA,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID11043203,CC,30-49,CUNDINAMARCA,NILO,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID73290645,CC,50-65,CUNDINAMARCA,GIRARDOT,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID35484432,CC,>65,CUNDINAMARCA,SIBATE,NO,1,Mujer,NO ACTIVO,ALCANZADO,No,No
HID79004093,TI,18-29,CUNDINAMARCA,APULO,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID51890445,TI,18-29,CUNDINAMARCA,GUADUAS,NO,1,Mujer,ACTIVO,NO APLICA,No,No
HID63099893,RC,06-17,CUNDINAMARCA,VILLAGOMEZ,NO,0,Mujer,ACTIVO,NO APLICA,No,No
HID58601703,TI,18-29,CUNDINAMARCA,FACATATIVA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID75794340,CC,30-49,CUNDINAMARCA,GACHALA,NO,0,Hombre,ACTIVO,ALCANZADO,No,No
HID43930138,RC,06-17,CUNDINAMARCA,TOCANCIPA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID46695832,CC,30-49,CUNDINAMARCA,CHIPAQUE,NO,0,Mujer,ACTIVO,ALCANZADO,No,No
HID44298962,RC,06-17,CUNDINAMARCA,VILLETA,NO,0,Hombre,ACTIVO,NO APLICA,No,No
HID72523492,CC,>65,CUNDINAMARCA,UBALA,NO,1,Mujer,ACTIVO,ALCANZADO,No,No
